   -0.05254	   -0.00165
   -0.05288	   -0.00333
   -0.05376	   -0.00508
   -0.05450	   -0.00688
   -0.05433	   -0.00860
   -0.05496	   -0.01048
   -0.05367	   -0.01200
   -0.05229	   -0.01342
   -0.05184	   -0.01506
   -0.05040	   -0.01638
   -0.04931	   -0.01775
   -0.04722	   -0.01870
   -0.04526	   -0.01959
   -0.04409	   -0.02075
   -0.04204	   -0.02142
   -0.04005	   -0.02202
   -0.03717	   -0.02198
   -0.03544	   -0.02249
   -0.03326	   -0.02260
   -0.03152	   -0.02290
   -0.02991	   -0.02320
   -0.02846	   -0.02355
   -0.02687	   -0.02369
   -0.02546	   -0.02391
   -0.02403	   -0.02403
   -0.02259	   -0.02406
   -0.02168	   -0.02459
   -0.02039	   -0.02465
   -0.01899	   -0.02449
   -0.01822	   -0.02507
   -0.01686	   -0.02481
   -0.01607	   -0.02532
   -0.01476	   -0.02496
   -0.01396	   -0.02540
   -0.01317	   -0.02584
   -0.01207	   -0.02566
   -0.01112	   -0.02569
   -0.01031	   -0.02603
   -0.00948	   -0.02634
   -0.00857	   -0.02638
   -0.00753	   -0.02592
   -0.00671	   -0.02615
   -0.00589	   -0.02634
   -0.00506	   -0.02651
   -0.00422	   -0.02667
   -0.00338	   -0.02678
   -0.00254	   -0.02687
   -0.00169	   -0.02694
   -0.00085	   -0.02699
    0.00000	   -0.02700
    0.00087	   -0.02780
    0.00176	   -0.02794
    0.00263	   -0.02786
    0.00351	   -0.02778
    0.00438	   -0.02765
    0.00543	   -0.02844
    0.00632	   -0.02829
    0.00727	   -0.02833
    0.00837	   -0.02880
    0.00927	   -0.02852
    0.01048	   -0.02910
    0.01155	   -0.02917
    0.01271	   -0.02936
    0.01399	   -0.02974
    0.01498	   -0.02939
    0.01638	   -0.02979
    0.01780	   -0.03010
    0.01923	   -0.03031
    0.02078	   -0.03058
    0.02229	   -0.03067
    0.02390	   -0.03081
    0.02584	   -0.03123
    0.02765	   -0.03136
    0.02940	   -0.03131
    0.03111	   -0.03111
    0.03351	   -0.03147
    0.03525	   -0.03108
    0.03825	   -0.03164
    0.04021	   -0.03119
    0.04341	   -0.03154
    0.04625	   -0.03143
    0.04813	   -0.03054
    0.04988	   -0.02950
    0.05170	   -0.02842
    0.05376	   -0.02739
    0.05596	   -0.02633
    0.05690	   -0.02462
    0.05760	   -0.02280
    0.05833	   -0.02100
    0.05891	   -0.01914
    0.05953	   -0.01730
    0.06003	   -0.01541
    0.06048	   -0.01352
    0.06090	   -0.01162
    0.06217	   -0.00985
    0.06250	   -0.00790
    0.06266	   -0.00592
    0.06287	   -0.00396
    0.06081	   -0.00191
    0.05840	    0.00000
    0.05592	    0.00176
    0.05455	    0.00343
    0.05265	    0.00498
    0.05119	    0.00647
    0.04924	    0.00780
    0.04768	    0.00909
    0.04586	    0.01025
    0.04500	    0.01155
    0.04321	    0.01255
    0.04221	    0.01371
    0.04115	    0.01481
    0.03988	    0.01579
    0.03852	    0.01667
    0.03716	    0.01749
    0.03649	    0.01859
    0.03505	    0.01927
    0.03406	    0.02015
    0.03292	    0.02089
    0.03143	    0.02136
    0.02992	    0.02174
    0.02915	    0.02261
    0.02772	    0.02293
    0.02691	    0.02372
    0.02550	    0.02395
    0.02475	    0.02475
    0.02370	    0.02524
    0.02247	    0.02549
    0.02167	    0.02619
    0.02022	    0.02606
    0.01939	    0.02669
    0.01839	    0.02707
    0.01714	    0.02701
    0.01629	    0.02754
    0.01512	    0.02750
    0.01407	    0.02762
    0.01319	    0.02803
    0.01215	    0.02809
    0.01104	    0.02789
    0.01016	    0.02822
    0.00896	    0.02757
    0.00809	    0.02784
    0.00721	    0.02809
    0.00632	    0.02828
    0.00525	    0.02750
    0.00438	    0.02765
    0.00351	    0.02778
    0.00263	    0.02787
    0.00176	    0.02794
    0.00088	    0.02799
    0.00000	    0.02799
   -0.00088	    0.02798
   -0.00176	    0.02794
   -0.00263	    0.02787
   -0.00351	    0.02778
   -0.00438	    0.02764
   -0.00525	    0.02750
   -0.00632	    0.02828
   -0.00721	    0.02808
   -0.00809	    0.02784
   -0.00896	    0.02757
   -0.00982	    0.02728
   -0.01082	    0.02732
   -0.01191	    0.02753
   -0.01277	    0.02713
   -0.01362	    0.02672
   -0.01493	    0.02716
   -0.01578	    0.02668
   -0.01709	    0.02693
   -0.01798	    0.02645
   -0.01935	    0.02663
   -0.02033	    0.02621
   -0.02167	    0.02619
   -0.02304	    0.02614
   -0.02442	    0.02600
   -0.02568	    0.02568
   -0.02696	    0.02531
   -0.02878	    0.02537
   -0.03061	    0.02532
   -0.03193	    0.02476
   -0.03379	    0.02455
   -0.03513	    0.02387
   -0.03630	    0.02304
   -0.03833	    0.02267
   -0.03944	    0.02168
   -0.04152	    0.02115
   -0.04331	    0.02038
   -0.04495	    0.01945
   -0.04555	    0.01803
   -0.04610	    0.01660
   -0.04656	    0.01513
   -0.04705	    0.01367
   -0.04742	    0.01218
   -0.04782	    0.01069
   -0.04811	    0.00918
   -0.04928	    0.00781
   -0.04959	    0.00627
   -0.04974	    0.00470
   -0.05089	    0.00320
   -0.05094	    0.00160
   -0.05199	    0.00000
   -0.05254	   -0.00165
