0.062453	-0.015497
0.061774	-0.016350
0.060714	-0.018128
0.060197	-0.018725
0.059581	-0.019646
0.058697	-0.020502
0.057145	-0.022176
0.056369	-0.022864
0.055438	-0.023617
0.054507	-0.024162
0.052645	-0.025278
0.051714	-0.025771
0.050705	-0.026466
0.049851	-0.026834
0.048920	-0.027055
0.047057	-0.027574
0.046125	-0.027795
0.045147	-0.027976
0.044262	-0.028015
0.043331	-0.027989
0.041312	-0.027996
0.040536	-0.027976
0.039681	-0.028015
0.038672	-0.027976
0.037740	-0.027976
0.036808	-0.027963
0.034711	-0.027680
0.033857	-0.027665
0.032925	-0.027548
0.032071	-0.027509
0.031061	-0.027392
0.030129	-0.027250
0.028653	-0.027042
0.027799	-0.026886
0.026867	-0.026809
0.025934	-0.026614
0.025002	-0.026575
0.023215	-0.026419
0.022516	-0.026354
0.021584	-0.026264
0.020652	-0.026199
0.018865	-0.026082
0.018165	-0.026108
0.017233	-0.026095
0.016301	-0.026108
0.015368	-0.026108
0.014436	-0.026108
0.013503	-0.026069
0.012571	-0.026108
0.011639	-0.026095
0.010551	-0.026108
0.009774	-0.026108
0.008919	-0.026088
0.007909	-0.026108
0.006976	-0.026173
0.005888	-0.026264
0.004956	-0.026264
0.004023	-0.026277
0.003091	-0.026264
0.002158	-0.026277
0.001226	-0.026212
0.000340	-0.026092
-0.000639	-0.026108
-0.001572	-0.026108
-0.002504	-0.026030
-0.003437	-0.025952
-0.004369	-0.025809
-0.005302	-0.025797
-0.006234	-0.025667
-0.007167	-0.025524
-0.008099	-0.025407
-0.009032	-0.025329
-0.009964	-0.025135
-0.010897	-0.024914
-0.011829	-0.024746
-0.012762	-0.024564
-0.013694	-0.024382
-0.015093	-0.023993
-0.016025	-0.023759
-0.017268	-0.023409
-0.018201	-0.023214
-0.019677	-0.022838
-0.020531	-0.022631
-0.021464	-0.022436
-0.022396	-0.022228
-0.023328	-0.021969
-0.024804	-0.021592
-0.025348	-0.021450
-0.026280	-0.021307
-0.028222	-0.020970
-0.028921	-0.020853
-0.029853	-0.020671
-0.031485	-0.020347
-0.032028	-0.020230
-0.032960	-0.020035
-0.033892	-0.019841
-0.034824	-0.019672
-0.035756	-0.019490
-0.037465	-0.019101
-0.038397	-0.018932
-0.039328	-0.018673
-0.040260	-0.018504
-0.041192	-0.018309
-0.042900	-0.017914
-0.043676	-0.017660
-0.044561	-0.017404
-0.045539	-0.017025
-0.046471	-0.016713
-0.048101	-0.016064
-0.048644	-0.015909
-0.049576	-0.015389
-0.050740	-0.014600
-0.051594	-0.014066
-0.053068	-0.012872
-0.053766	-0.012132
-0.055008	-0.010302
-0.055582	-0.009679
-0.056110	-0.008651
-0.056560	-0.007479
-0.056792	-0.006580
-0.057413	-0.004565
-0.057413	-0.003644
-0.057568	-0.001502
-0.057568	-0.000973
-0.057568	0.000445
