-0.057568	0.000445
-0.057336	0.001184
-0.057258	0.002937
-0.057258	0.003767
-0.056886	0.005288
-0.056560	0.006636
-0.056249	0.007706
-0.055861	0.008894
-0.055473	0.009809
-0.054387	0.012028
-0.053844	0.013169
-0.053378	0.013994
-0.052270	0.015852
-0.051594	0.017109
-0.050973	0.018082
-0.049731	0.019873
-0.048800	0.020833
-0.047868	0.021677
-0.046937	0.022481
-0.045695	0.023532
-0.044841	0.023945
-0.042900	0.024999
-0.041968	0.025479
-0.041037	0.025868
-0.040105	0.026179
-0.039173	0.026335
-0.036999	0.026685
-0.036067	0.026685
-0.035150	0.026701
-0.034203	0.026685
-0.033349	0.026685
-0.031407	0.026530
-0.030475	0.026400
-0.029543	0.026322
-0.028611	0.026166
-0.027912	0.026063
-0.026125	0.025738
-0.025193	0.025544
-0.024260	0.025362
-0.023328	0.025284
-0.022629	0.025206
-0.021308	0.025128
-0.020376	0.025064
-0.019832	0.024973
-0.018201	0.024908
-0.017268	0.024817
-0.016388	0.024622
-0.015248	0.024713
-0.014316	0.024739
-0.013383	0.024557
-0.012451	0.024877
-0.011518	0.024883
-0.010586	0.024955
-0.009653	0.025025
-0.008721	0.025154
-0.007788	0.025349
-0.006856	0.025492
-0.005923	0.025621
-0.004991	0.025751
-0.003825	0.025751
-0.002893	0.025855
-0.002027	0.026207
-0.001106	0.026504
-0.000173	0.026685
0.000759	0.026854
0.001708	0.027028
0.002625	0.027127
0.003479	0.027152
0.004490	0.027295
0.005422	0.027451
0.006355	0.027633
0.007287	0.027788
0.008142	0.027946
0.009152	0.028138
0.010084	0.028255
0.011017	0.028463
0.011949	0.028476
0.012882	0.028502
0.013775	0.028748
0.014747	0.028644
0.015679	0.028748
0.016301	0.028826
0.017699	0.028865
0.018632	0.028839
0.019564	0.028904
0.020496	0.028995
0.021429	0.029099
0.022361	0.029099
0.024381	0.029099
0.025313	0.029099
0.026245	0.029086
0.027177	0.028969
0.028032	0.028927
0.029042	0.028826
0.029974	0.028826
0.030595	0.028865
0.032304	0.028852
0.033236	0.028865
0.034168	0.028813
0.035022	0.028787
0.036964	0.028709
0.037895	0.028683
0.038827	0.028644
0.039759	0.028606
0.040691	0.028554
0.042709	0.028385
0.043641	0.028294
0.044573	0.028242
0.045504	0.028100
0.046436	0.027996
0.047212	0.027911
0.049230	0.027555
0.050161	0.027399
0.051015	0.027246
0.052955	0.026750
0.053886	0.026387
0.055594	0.025608
0.056525	0.025245
0.058542	0.024272
0.059519	0.023571
0.061334	0.022196
0.062265	0.021443
0.063118	0.020644
0.065289	0.017421
0.065910	0.016746
0.066437	0.015412
0.066778	0.014524
0.067383	0.012398
0.067693	0.011522
0.067887	0.010354
0.068112	0.009307
0.068236	0.006986
0.068236	0.006246
0.068236	0.005351
0.068294	0.004173
0.068112	0.001301
0.067957	-0.000188
0.067693	-0.001373
0.067305	-0.003527
0.067057	-0.004353
0.066685	-0.005811
0.066375	-0.006681
0.065677	-0.008784
0.065351	-0.009695
0.064917	-0.010800
0.064492	-0.011804
0.063855	-0.012852
0.062885	-0.014741
